COUNTYNS,ST,COUNTY,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ID_01581111,WI,Racine,100%,100%,100%,200%,83%,100%,88%,20%,60%,43%,113%,44%,143%,100%,200%,140%,33%
ID_01581112,WI,Richland,,,,,,,,,,,,100%,100%,,,,
ID_01581113,WI,Rock,100%,100%,22%,100%,67%,50%,75%,83%,100%,100%,75%,25%,100%,67%,100%,100%,100%
ID_01581114,WI,Rusk,100%,0%,0%,,,,,,,,,,,,,,
ID_01581115,WI,Sauk,100%,100%,,,100%,100%,50%,,0%,,100%,,100%,,,100%,100%
ID_01581116,WI,Sawyer,100%,100%,100%,100%,,100%,,100%,,100%,,,100%,100%,0%,,
ID_01581117,WI,Shawano,0%,0%,50%,,100%,,,,100%,100%,,,100%,100%,,100%,
ID_01581118,WI,Sheboygan,150%,33%,100%,100%,100%,300%,100%,100%,,100%,100%,,100%,50%,,75%,
ID_01581119,WI,Taylor,100%,,,,,,,0%,0%,,,,,,100%,100%,
ID_01581120,WI,Trempealeau,,,,,,,,,,,100%,,,,0%,,100%
ID_01581121,WI,Vernon,,,,,,100%,,,100%,,,100%,100%,,,,
ID_01581122,WI,Vilas,,,,100%,100%,,0%,,0%,,,,100%,,100%,100%,
ID_01581123,WI,Walworth,100%,100%,100%,,100%,,,,,117%,,133%,0%,25%,0%,100%,100%
ID_01581124,WI,Washburn,,,,,,100%,100%,,,,,,,,,100%,
ID_01581125,WI,Washington,,,100%,200%,100%,100%,,150%,100%,100%,200%,100%,,,100%,,
ID_01581126,WI,Waukesha,200%,80%,100%,100%,75%,200%,0%,50%,,100%,100%,100%,0%,60%,100%,100%,100%
ID_01581127,WI,Waupaca,0%,,,,,100%,,,,0%,,100%,,0%,,,
ID_01581128,WI,Waushara,,,,,,100%,,,,0%,,,,,0%,,
ID_01581129,WI,Winnebago,300%,25%,150%,,,100%,50%,,100%,150%,100%,50%,200%,100%,0%,,
ID_01581130,WI,Wood,100%,,100%,100%,100%,,,,0%,100%,,,100%,,,,100%
ID_01581833,WI,St. Croix,,0%,,,,,,200%,0%,,100%,100%,,0%,0%,,100%
ID_01605066,WY,Albany,,100%,100%,100%,0%,,,,0%,,100%,100%,100%,50%,,,
ID_01605067,WY,Big Horn,,,,,,,,,,100%,,,,,,,
ID_01605068,WY,Campbell,75%,100%,,100%,,,,100%,,100%,,100%,,100%,,100%,100%
ID_01605069,WY,Carbon,,0%,,,,,,,,100%,,,,100%,100%,,100%
ID_01605070,WY,Converse,,,,,,100%,,100%,,,,,,,,,100%
ID_01605071,WY,Crook,,,,,,,,,100%,,,,,,,,
ID_01605072,WY,Fremont,100%,100%,100%,50%,100%,29%,50%,100%,67%,0%,0%,100%,100%,100%,,,100%
ID_01605073,WY,Goshen,,0%,,,,,,,,,,,,,67%,,
ID_01605074,WY,Hot Springs,100%,,,,,,,,,,,,,100%,100%,,
ID_01605075,WY,Laramie,63%,43%,100%,300%,100%,100%,,100%,133%,0%,150%,60%,100%,0%,50%,0%,100%
ID_01605076,WY,Lincoln,,,0%,,,,100%,0%,,100%,,200%,200%,,,,
ID_01605077,WY,Natrona,100%,100%,67%,100%,100%,100%,67%,200%,100%,125%,100%,100%,200%,120%,0%,67%,100%
ID_01605079,WY,Park,,,0%,100%,100%,,,,,,,,,,,300%,
ID_01605080,WY,Platte,,,,,,100%,,,,,,,,,100%,,
ID_01605081,WY,Sheridan,100%,,50%,,0%,,100%,100%,,,,,100%,,0%,,
ID_01605082,WY,Sublette,,,100%,,,,,,,0%,100%,,,,,,
ID_01605083,WY,Teton,,,,,,,,,100%,,,,,,,,100%
ID_01605084,WY,Uinta,50%,,,200%,,,100%,,150%,100%,,100%,,,,50%,
ID_01605085,WY,Washakie,,,,,,,,,,100%,,,100%,,,,
ID_01605086,WY,Weston,,100%,,,,0%,,,,,,,100%,,,,
ID_01609191,WY,Johnson,,,,,100%,,,100%,,,,,,,,,
ID_01609192,WY,Sweetwater,100%,,100%,,100%,,100%,,,100%,50%,100%,50%,100%,100%,100%,100%
ID_01622943,MI,Alcona,,,,,,,0%,0%,,0%,0%,0%,,,,,50%
ID_01622944,MI,Alger,,,,,0%,,,,,,0%,100%,,,,,
ID_01622945,MI,Allegan,0%,80%,33%,0%,100%,0%,,100%,100%,60%,,0%,50%,100%,0%,50%,100%
ID_01622946,MI,Alpena,167%,40%,,,100%,,50%,50%,0%,,0%,0%,0%,0%,,100%,
ID_01622947,MI,Antrim,,,,,,,,0%,,,0%,,,,0%,100%,
ID_01622948,MI,Arenac,0%,,,,,,,,,,,,0%,,0%,,
ID_01622950,MI,Barry,50%,100%,,,,50%,,,0%,67%,,,67%,0%,100%,,100%
ID_01622951,MI,Bay,67%,100%,50%,0%,100%,33%,100%,0%,67%,67%,0%,0%,100%,33%,,0%,67%
ID_01622952,MI,Benzie,,,100%,100%,100%,,,0%,,,0%,,,0%,,,
ID_01622953,MI,Berrien,50%,44%,0%,33%,100%,100%,20%,67%,50%,,75%,20%,0%,20%,50%,50%,43%
ID_01622954,MI,Branch,100%,0%,100%,100%,100%,0%,0%,67%,100%,50%,100%,100%,,,0%,100%,0%
ID_01622955,MI,Calhoun,43%,40%,67%,100%,64%,38%,17%,43%,17%,25%,33%,29%,56%,67%,43%,33%,80%
ID_01622956,MI,Cass,,50%,100%,,100%,0%,0%,0%,0%,0%,0%,,100%,0%,0%,0%,20%
ID_01622957,MI,Charlevoix,100%,100%,,,,100%,,,,,0%,100%,0%,,,100%,
ID_01622958,MI,Cheboygan,,,,,,0%,,,100%,,,,,,,,
ID_01622959,MI,Chippewa,,100%,100%,0%,100%,0%,,,,0%,,0%,,100%,0%,100%,
ID_01622960,MI,Clare,100%,67%,,100%,,0%,,,,,,,100%,,0%,100%,100%
ID_01622961,MI,Clinton,,100%,100%,0%,0%,25%,100%,,100%,0%,0%,33%,,,0%,25%,100%
ID_01622962,MI,Crawford,,,,,,100%,,,,,,,100%,,,0%,
ID_01622963,MI,Delta,,100%,100%,,,0%,,,,0%,,,,0%,,,0%
ID_01622964,MI,Dickinson,,0%,,,,,,,100%,,,,0%,,,,
ID_01622965,MI,Eaton,33%,0%,,,,33%,,0%,,,,0%,0%,0%,,,0%
ID_01622966,MI,Emmet,,,0%,,,,100%,,,,,50%,,,,,
ID_01622967,MI,Genesee,24%,14%,16%,35%,23%,22%,9%,11%,11%,14%,15%,16%,16%,36%,21%,27%,49%
ID_01622968,MI,Gladwin,,100%,,,100%,,100%,100%,,,,,,,,,
ID_01622969,MI,Gogebic,,,100%,100%,100%,,100%,,,0%,0%,,,,,,0%
ID_01622970,MI,Grand Traverse,50%,50%,50%,,,,50%,,200%,0%,,,,,100%,0%,
ID_01622971,MI,Gratiot,100%,,50%,100%,,,,,,,0%,0%,,100%,,,
ID_01622972,MI,Hillsdale,0%,0%,,,,100%,,100%,,,100%,,,,,40%,
ID_01622973,MI,Houghton,100%,0%,0%,200%,,0%,,100%,,,,,,,0%,,
ID_01622974,MI,Huron,,,,0%,200%,50%,,,100%,100%,0%,,,,,,
ID_01622975,MI,Ingham,38%,50%,38%,46%,64%,33%,69%,38%,50%,53%,56%,50%,56%,60%,82%,45%,88%
ID_01622976,MI,Ionia,0%,,0%,25%,0%,0%,0%,,0%,,0%,0%,0%,,,,0%
ID_01622977,MI,Iosco,100%,,,0%,,,,,0%,,,,,,0%,,
ID_01622978,MI,Iron,100%,50%,,,,100%,0%,0%,,,,,,0%,,,
ID_01622979,MI,Isabella,0%,100%,,,40%,67%,25%,,,100%,,0%,0%,0%,100%,0%,0%
ID_01622980,MI,Jackson,67%,33%,55%,60%,29%,57%,30%,13%,0%,50%,17%,50%,0%,60%,63%,50%,67%
ID_01622981,MI,Kalamazoo,76%,56%,71%,55%,69%,75%,62%,50%,133%,45%,100%,83%,50%,20%,18%,50%,59%
ID_01622982,MI,Kalkaska,,,100%,,100%,0%,200%,33%,100%,,,,,,,,100%
ID_01622983,MI,Kent,56%,33%,61%,10%,32%,7%,21%,42%,28%,30%,17%,33%,20%,65%,46%,13%,6%
ID_01622984,MI,Keweenaw,,,,,,,,,,,,,,0%,,,
ID_01622985,MI,Lake,,,,,,0%,,,0%,,0%,,,,0%,0%,67%
ID_01622986,MI,Lapeer,100%,,,,,0%,100%,,,,20%,0%,0%,33%,80%,0%,
ID_01622987,MI,Leelanau,,,,0%,,,,100%,,,,,67%,,0%,,
ID_01622988,MI,Lenawee,,100%,100%,50%,0%,0%,,,0%,0%,0%,,100%,,100%,0%,
ID_01622989,MI,Livingston,0%,100%,150%,40%,0%,50%,50%,0%,,33%,,0%,0%,0%,40%,0%,67%
ID_01622990,MI,Luce,,,,,,,,,,,,,,,0%,,
ID_01622991,MI,Mackinac,,100%,100%,,,,,,,,,,,,,,
ID_01622992,MI,Macomb,62%,79%,77%,67%,100%,67%,90%,84%,25%,71%,28%,67%,44%,29%,63%,60%,69%
ID_01622993,MI,Manistee,,,,100%,0%,,,,,0%,100%,100%,100%,,100%,,
ID_01622994,MI,Marquette,67%,0%,,,100%,67%,33%,,,,100%,0%,,100%,,,33%
ID_01622995,MI,Mason,,,,100%,0%,,,,,50%,0%,100%,67%,,,,
ID_01622996,MI,Mecosta,,,,100%,100%,0%,,,,,,100%,100%,100%,,,100%
ID_01622997,MI,Menominee,,100%,,,,,,100%,,0%,,0%,,,0%,100%,
ID_01622998,MI,Midland,0%,100%,0%,33%,0%,,0%,0%,,,,,100%,,,0%,
ID_01622999,MI,Missaukee,,,,100%,50%,,,,100%,,,,,,,100%,
ID_01623000,MI,Monroe,50%,0%,50%,40%,40%,67%,50%,0%,0%,100%,100%,100%,,100%,50%,17%,50%
ID_01623001,MI,Montcalm,0%,50%,,,100%,50%,0%,0%,0%,50%,50%,,,,0%,50%,
ID_01623002,MI,Montmorency,,,,,,100%,0%,,0%,,,100%,,,,,
ID_01623003,MI,Muskegon,56%,63%,75%,70%,50%,57%,50%,83%,67%,100%,50%,50%,75%,75%,50%,75%,67%
ID_01623004,MI,Newaygo,200%,0%,100%,33%,0%,50%,100%,0%,,0%,100%,50%,100%,0%,50%,0%,0%
ID_01623005,MI,Oakland,50%,73%,75%,85%,61%,68%,54%,52%,30%,47%,67%,59%,53%,58%,68%,64%,43%
ID_01623006,MI,Oceana,100%,0%,,100%,67%,,,100%,0%,,,25%,50%,,0%,,0%
ID_01623007,MI,Ogemaw,0%,,100%,,,,,,,,,0%,,,0%,,0%
ID_01623008,MI,Ontonagon,,,0%,,,,,0%,,,,,,,,,
ID_01623009,MI,Osceola,,,,,,100%,,,,0%,0%,,0%,,,,
ID_01623010,MI,Oscoda,,0%,,100%,0%,,,100%,100%,,,,100%,,0%,,
ID_01623011,MI,Otsego,100%,,,,,,100%,,,0%,,,,100%,,0%,
ID_01623012,MI,Ottawa,33%,33%,60%,,50%,67%,,25%,0%,100%,,50%,100%,100%,100%,100%,50%
ID_01623013,MI,Presque Isle,100%,,,,,,50%,,,,,,,,,,
ID_01623014,MI,Roscommon,0%,100%,,100%,,,,100%,,0%,0%,,,,0%,,
ID_01623015,MI,Saginaw,22%,10%,44%,28%,10%,43%,29%,14%,15%,25%,32%,13%,21%,5%,42%,35%,63%
ID_01623016,MI,Sanilac,,,50%,0%,100%,,100%,0%,100%,,,,,100%,,,100%
ID_01623017,MI,Schoolcraft,,50%,,,,50%,,,100%,,,,0%,,,,0%
ID_01623018,MI,Shiawassee,0%,100%,,0%,50%,,100%,100%,100%,,0%,,0%,0%,100%,,100%
ID_01623019,MI,Tuscola,,0%,,0%,,100%,,200%,0%,,,100%,,100%,,,
ID_01623020,MI,Van Buren,100%,0%,50%,100%,200%,150%,,67%,33%,50%,67%,33%,0%,33%,25%,67%,50%
ID_01623021,MI,Washtenaw,50%,57%,80%,110%,67%,63%,120%,71%,58%,50%,44%,38%,44%,25%,100%,35%,60%
ID_01623022,MI,Wayne,19%,35%,44%,34%,13%,16%,20%,26%,24%,38%,29%,31%,39%,49%,37%,48%,42%
ID_01623023,MI,Wexford,,0%,200%,0%,,,,,100%,,100%,,0%,67%,,,
ID_01625033,MI,St. Clair,33%,33%,60%,100%,67%,100%,100%,83%,0%,,75%,25%,100%,0%,100%,100%,100%
ID_01625034,MI,St. Joseph,100%,25%,0%,,,0%,33%,,,33%,,100%,,67%,,100%,0%
ID_01629449,LA,St. Charles,133%,75%,25%,40%,0%,100%,67%,100%,75%,50%,75%,100%,100%,67%,100%,100%,75%
ID_01629457,LA,St. Helena,100%,0%,,,,,0%,67%,100%,100%,0%,0%,100%,0%,100%,100%,0%
ID_01629464,LA,St. James,100%,,,0%,100%,,,,100%,100%,100%,100%,,67%,50%,50%,100%
ID_01629472,LA,St. John the Baptist,33%,13%,29%,31%,0%,0%,0%,0%,0%,0%,50%,80%,50%,33%,67%,50%,88%
ID_01629479,LA,St. Landry,56%,100%,90%,67%,57%,33%,71%,50%,67%,100%,67%,100%,75%,100%,120%,100%,100%
ID_01629486,LA,St. Martin,50%,0%,100%,,33%,0%,0%,0%,0%,0%,,,,,50%,100%,50%
ID_01629492,LA,St. Mary,67%,,100%,50%,0%,67%,100%,100%,67%,50%,50%,100%,100%,67%,300%,60%,100%
ID_01629503,LA,St. Tammany,80%,125%,200%,20%,78%,75%,71%,80%,100%,90%,80%,109%,120%,125%,77%,90%,100%
ID_01629542,LA,St. Bernard,,100%,100%,,,,,100%,67%,0%,,,67%,100%,100%,100%,
ID_01639722,TN,Anderson,,100%,100%,100%,100%,67%,100%,100%,0%,75%,100%,80%,100%,100%,0%,50%,100%
ID_01639722,TX,Anderson,100%,100%,,,,,,,,,,,,,,,
ID_01639723,TN,Bedford,0%,100%,,0%,100%,,100%,50%,,100%,100%,100%,75%,,100%,67%,100%
ID_01639724,TN,Benton,100%,100%,100%,,,,100%,100%,,100%,,,100%,,100%,100%,0%
ID_01639725,TN,Bledsoe,0%,,100%,,,100%,,100%,,50%,,,,0%,,,
ID_01639726,TN,Blount,25%,50%,,80%,67%,100%,86%,100%,100%,,100%,100%,60%,57%,20%,67%,50%
ID_01639727,TN,Bradley,67%,67%,100%,200%,100%,86%,,33%,100%,100%,0%,,100%,60%,67%,100%,100%
ID_01639728,TN,Campbell,,100%,80%,,100%,100%,100%,,100%,,100%,100%,100%,100%,100%,,
ID_01639729,TN,Carroll,100%,,100%,100%,,100%,,200%,0%,100%,,,50%,100%,,,
ID_01639730,TN,Carter,100%,100%,50%,300%,75%,0%,,0%,100%,100%,100%,100%,100%,100%,100%,100%,
ID_01639731,TN,Cheatham,0%,,,100%,100%,50%,86%,100%,,,100%,,100%,,100%,,100%
ID_01639732,TN,Chester,,,100%,,,100%,100%,100%,,0%,100%,100%,,,,,
ID_01639733,TN,Claiborne,,67%,,,100%,50%,100%,100%,100%,,100%,100%,67%,,,100%,
ID_01639734,TN,Cocke,100%,33%,,,100%,100%,50%,0%,100%,50%,50%,0%,60%,100%,43%,80%,40%
ID_01639735,TN,Coffee,100%,,100%,50%,50%,200%,67%,100%,,,100%,,100%,75%,,100%,50%
ID_01639736,TN,Cumberland,,100%,100%,100%,100%,400%,0%,67%,80%,100%,100%,,,0%,100%,100%,0%
ID_01639737,TN,Davidson,69%,55%,64%,66%,68%,60%,58%,49%,43%,33%,60%,46%,56%,49%,67%,68%,48%
ID_01639738,TN,DeKalb,,100%,,,100%,100%,,100%,,,100%,100%,100%,100%,100%,50%,100%
ID_01639739,TN,Decatur,,,,0%,,,,100%,,,100%,,,,,,
ID_01639740,TN,Dickson,100%,0%,,200%,25%,100%,25%,50%,100%,100%,33%,100%,,100%,50%,100%,
ID_01639741,TN,Dyer,100%,,100%,0%,,100%,,100%,133%,60%,100%,0%,0%,100%,,100%,50%
ID_01639742,TN,Fayette,100%,100%,,,0%,100%,,100%,100%,,,100%,,,,50%,100%
ID_01639743,TN,Fentress,,100%,100%,,100%,100%,,,,100%,100%,,0%,100%,100%,100%,100%
ID_01639744,TN,Franklin,,,,100%,100%,,50%,0%,,,100%,,0%,100%,100%,,
ID_01639745,TN,Gibson,100%,100%,100%,86%,,50%,100%,100%,0%,100%,,0%,100%,100%,67%,50%,100%
ID_01639746,TN,Giles,,100%,,100%,0%,100%,100%,100%,100%,,,,100%,0%,100%,100%,100%
ID_01639747,TN,Greene,50%,100%,60%,200%,80%,100%,200%,80%,100%,100%,67%,100%,50%,33%,100%,67%,100%
ID_01639748,TN,Grundy,,0%,,,100%,,,,33%,,100%,100%,100%,100%,,33%,100%
ID_01639749,TN,Hamilton,43%,71%,61%,77%,81%,58%,53%,74%,77%,61%,68%,92%,73%,73%,73%,60%,67%
ID_01639750,TN,Hardeman,100%,100%,100%,0%,100%,100%,0%,100%,100%,0%,0%,67%,33%,,100%,100%,0%
ID_01639751,TN,Hardin,100%,,,100%,100%,200%,0%,200%,67%,100%,100%,100%,,,,0%,100%
ID_01639752,TN,Hawkins,100%,100%,0%,0%,0%,100%,50%,40%,100%,100%,100%,100%,100%,67%,,50%,100%
ID_01639753,TN,Haywood,100%,100%,67%,100%,,100%,50%,50%,100%,100%,50%,0%,,100%,100%,100%,67%
ID_01639754,TN,Henderson,,0%,100%,,100%,100%,100%,100%,,67%,100%,100%,33%,,100%,100%,100%
ID_01639755,TN,Henry,33%,0%,100%,100%,100%,100%,125%,0%,100%,0%,,,50%,100%,100%,0%,100%
ID_01639756,TN,Hickman,,50%,,100%,,100%,100%,100%,0%,,100%,0%,50%,75%,50%,0%,100%
ID_01639757,TN,Humphreys,,,,,,100%,100%,100%,100%,,100%,,,,50%,,
ID_01639758,TN,Jackson,,,,100%,,100%,,100%,,,,100%,,,100%,100%,
ID_01639759,TN,Jefferson,100%,100%,,100%,67%,200%,25%,0%,100%,100%,,,0%,100%,100%,50%,100%
ID_01639760,TN,Johnson,,,,100%,100%,,200%,50%,,,100%,100%,,,100%,,50%
ID_01639761,TN,Knox,54%,77%,78%,65%,64%,81%,87%,73%,80%,75%,82%,69%,50%,71%,68%,74%,50%
ID_01639762,TN,Lake,,,,,,100%,,,100%,100%,,,,,,,0%
ID_01639763,TN,Lauderdale,50%,0%,100%,67%,50%,0%,33%,0%,33%,,100%,,100%,0%,100%,,100%
ID_01639764,TN,Lawrence,100%,0%,100%,300%,0%,,133%,50%,100%,100%,100%,100%,,100%,0%,,0%
ID_01639765,TN,Lewis,,0%,,100%,,,,100%,0%,,,50%,100%,,,,100%
ID_01639766,TN,Lincoln,,100%,,100%,50%,,100%,86%,100%,,75%,,50%,,0%,,100%
ID_01639767,TN,Loudon,100%,100%,200%,0%,,100%,50%,100%,100%,100%,100%,0%,67%,,100%,100%,100%
ID_01639768,TN,Macon,100%,100%,,,,,,100%,100%,100%,,,,100%,,,
ID_01639769,TN,Madison,100%,78%,73%,58%,46%,57%,75%,87%,100%,73%,27%,83%,71%,50%,33%,67%,50%
ID_01639770,TN,Marion,50%,100%,,,,100%,100%,100%,100%,100%,,,,100%,100%,100%,100%
ID_01639771,TN,Marshall,,100%,100%,50%,100%,50%,,100%,,100%,,,,100%,100%,,100%
ID_01639772,TN,Maury,100%,100%,100%,200%,80%,100%,50%,50%,57%,67%,80%,60%,100%,33%,100%,100%,50%
ID_01639773,TN,McMinn,100%,0%,100%,,,100%,0%,100%,,100%,100%,100%,50%,100%,100%,100%,
ID_01639774,TN,McNairy,,,100%,,,,100%,100%,,100%,100%,,100%,0%,,,
ID_01639775,TN,Meigs,0%,33%,,,100%,,100%,100%,,,,,100%,,,,100%
ID_01639776,TN,Monroe,100%,0%,100%,150%,80%,150%,0%,100%,100%,100%,,,83%,100%,,,40%
ID_01639777,TN,Montgomery,100%,73%,91%,75%,67%,78%,60%,100%,67%,73%,71%,57%,60%,50%,75%,63%,33%
ID_01639778,TN,Morgan,100%,0%,100%,0%,100%,100%,100%,100%,100%,,,100%,,100%,,100%,67%
ID_01639779,TN,Obion,,100%,,100%,,,,100%,,,100%,100%,100%,100%,100%,0%,100%
ID_01639780,TN,Overton,,,100%,100%,100%,,100%,100%,,100%,,100%,,,100%,100%,0%
ID_01639781,TN,Perry,,0%,,,,,,,,,,100%,,,0%,100%,
ID_01639782,TN,Polk,,100%,,,100%,,,,100%,,100%,,,100%,100%,,
ID_01639783,TN,Putnam,,100%,75%,100%,100%,0%,25%,100%,100%,100%,100%,100%,75%,100%,100%,,0%
ID_01639784,TN,Rhea,100%,,,100%,,,,100%,100%,67%,100%,,100%,,,,
ID_01639785,TN,Roane,100%,,,,100%,100%,,50%,100%,100%,100%,50%,100%,100%,,67%,100%
ID_01639786,TN,Robertson,100%,200%,60%,117%,67%,75%,100%,0%,100%,100%,75%,50%,100%,80%,100%,100%,100%
ID_01639787,TN,Rutherford,50%,67%,20%,67%,33%,67%,57%,75%,67%,50%,29%,80%,75%,0%,100%,100%,57%
ID_01639788,TN,Scott,100%,100%,,100%,100%,100%,,,,100%,100%,100%,100%,100%,100%,100%,100%
ID_01639789,TN,Sevier,100%,50%,75%,50%,0%,100%,117%,60%,100%,60%,100%,100%,100%,67%,,100%,75%
ID_01639790,TN,Shelby,39%,55%,50%,59%,50%,57%,73%,71%,61%,58%,67%,72%,79%,79%,76%,68%,30%
ID_01639791,TN,Smith,,,,,,100%,,,,50%,,100%,100%,50%,100%,,
ID_01639792,TN,Stewart,67%,,100%,100%,0%,,100%,,,,,,,,,,
ID_01639793,TN,Sullivan,150%,89%,125%,50%,67%,50%,50%,100%,92%,75%,100%,88%,50%,50%,100%,83%,75%
ID_01639794,TN,Sumner,75%,,100%,75%,100%,67%,40%,100%,100%,67%,100%,100%,100%,100%,100%,100%,75%
ID_01639795,TN,Tipton,50%,0%,100%,100%,40%,100%,50%,100%,,67%,100%,100%,100%,67%,80%,,100%
ID_01639796,TN,Warren,100%,75%,,,200%,0%,,60%,,,100%,100%,100%,100%,100%,0%,100%
ID_01639797,TN,Washington,75%,100%,125%,67%,100%,120%,100%,90%,100%,100%,90%,100%,100%,100%,100%,,100%
ID_01639798,TN,Wayne,100%,,,,100%,100%,100%,100%,,,100%,,,,100%,0%,
ID_01639799,TN,Weakley,0%,100%,100%,100%,100%,50%,,100%,100%,100%,,,,,0%,,0%
ID_01639800,TN,White,,100%,100%,,100%,100%,100%,50%,100%,100%,,0%,,,100%,,
ID_01639801,TN,Williamson,67%,100%,100%,200%,50%,100%,67%,150%,67%,75%,33%,100%,0%,100%,0%,,50%
ID_01639802,TN,Wilson,100%,67%,100%,50%,75%,,100%,100%,100%,75%,100%,50%,100%,67%,75%,100%,50%
ID_01648572,TN,Cannon,,,,,,,,,100%,,100%,,,,100%,,
ID_01648573,TN,Clay,,33%,,,,,0%,,50%,,,,100%,,,,
ID_01648574,TN,Crockett,,,,,0%,100%,67%,100%,,,,,,67%,,,
ID_01648575,TN,Grainger,100%,,,67%,,100%,100%,,,50%,,,,100%,100%,,33%
ID_01648576,TN,Hamblen,,100%,,100%,,100%,100%,100%,100%,100%,100%,100%,67%,67%,40%,50%,100%
ID_01648577,TN,Hancock,,100%,,100%,,,,,,,,,,,,0%,
ID_01648578,TN,Houston,,,,,,,,100%,0%,,100%,,100%,,100%,100%,
ID_01648579,TN,Moore,,,100%,,,,,,100%,,,,,,,0%,
ID_01648580,TN,Pickett,,,100%,,,,,,,,,100%,,,,,
ID_01648581,TN,Trousdale,,,,,,,,,,,,,,,,0%,
ID_01648582,TN,Unicoi,,100%,,100%,,,100%,,,100%,,100%,,,,,
ID_01648583,TN,Union,,100%,0%,200%,50%,100%,100%,,100%,,,,,,0%,,
ID_01648584,TN,Van Buren,100%,100%,,,,0%,,0%,,100%,100%,100%,100%,,,0%,0%
ID_01652643,TN,Sequatchie,,100%,100%,,,100%,,,100%,,100%,100%,,,50%,,100%
ID_01657246,CA,Sonoma,60%,111%,157%,111%,200%,127%,83%,89%,117%,113%,45%,100%,65%,78%,56%,67%,73%
ID_01668606,MD,Wicomico,100%,86%,100%,100%,100%,100%,40%,67%,83%,80%,63%,75%,80%,0%,100%,100%,50%
ID_01668802,MD,Worcester,100%,0%,100%,100%,100%,100%,125%,,50%,100%,50%,50%,,,100%,100%,
ID_01669428,MT,Roosevelt,50%,,0%,,,,,,0%,0%,100%,,,,100%,,
ID_01671316,GA,Camden,,,,0%,0%,50%,,400%,25%,50%,50%,100%,100%,33%,,250%,33%
ID_01671513,GA,Glynn,60%,0%,100%,86%,50%,80%,100%,88%,75%,83%,25%,150%,50%,0%,100%,50%,50%
ID_01671693,GA,Houston,100%,140%,50%,29%,50%,100%,63%,0%,88%,133%,67%,0%,0%,100%,0%,0%,25%
ID_01671894,GA,Henry,88%,67%,67%,71%,80%,80%,67%,100%,75%,0%,20%,100%,0%,0%,100%,100%,0%
ID_01672039,GA,Bibb,27%,58%,81%,89%,83%,50%,56%,86%,59%,41%,81%,93%,61%,75%,119%,76%,60%
ID_01672399,GA,Clayton,40%,46%,60%,65%,71%,52%,40%,50%,52%,62%,66%,81%,48%,48%,69%,118%,64%
ID_01672699,GA,Clarke,25%,100%,75%,250%,80%,100%,120%,130%,50%,71%,80%,0%,40%,67%,43%,75%,60%
ID_01673011,GA,Pickens,100%,,,,50%,0%,100%,100%,0%,,100%,100%,,,,,
ID_01673298,GA,Troup,60%,75%,60%,100%,60%,60%,100%,100%,100%,50%,100%,50%,100%,100%,100%,100%,100%
ID_01673358,GA,Forsyth,100%,800%,100%,,200%,200%,150%,100%,100%,,33%,,200%,25%,0%,50%,
ID_01673547,GA,Newton,88%,100%,100%,100%,80%,50%,100%,86%,70%,86%,100%,,67%,75%,200%,100%,100%
ID_01673638,VA,Bath,,,,,100%,,,0%,,,,,,,,,
ID_01673664,VA,Craig,,,,,,,,,50%,,,100%,100%,,,,
ID_01673675,VA,Alleghany,0%,,,100%,100%,100%,,,,100%,,,,,100%,,
ID_01673774,VA,Highland,,,,,,,,,,,,,,,50%,,
ID_01673918,VA,Shenandoah,0%,,50%,100%,,,,100%,100%,,,,0%,,,100%,100%
ID_01673976,VA,Rappahannock,,,,,,,100%,,,,100%,,,100%,,100%,
ID_01674058,VA,Warren,,300%,0%,,,,,,100%,0%,0%,,,,100%,,100%
ID_01674225,VA,Powhatan,0%,0%,100%,,,100%,100%,,75%,,,,,,100%,0%,100%
ID_01674271,VA,Goochland,0%,0%,,,50%,,100%,100%,100%,50%,67%,33%,50%,0%,50%,100%,
ID_01674418,VA,Botetourt,,100%,0%,100%,,,,,,100%,,50%,,100%,100%,,100%
ID_01674630,VA,Montgomery,0%,80%,100%,100%,,0%,0%,40%,100%,0%,100%,100%,75%,0%,100%,100%,
ID_01674818,VA,Bedford,0%,133%,50%,,100%,100%,100%,100%,200%,50%,0%,50%,,,,,100%
ID_01674917,VA,Campbell,71%,0%,150%,75%,100%,0%,50%,0%,50%,0%,75%,,100%,100%,75%,,0%
ID_01675170,VA,Albemarle,100%,100%,0%,500%,0%,100%,200%,100%,125%,0%,0%,0%,100%,80%,100%,100%,50%
ID_01675839,CA,Alameda,50%,44%,67%,46%,36%,39%,50%,45%,30%,25%,34%,24%,38%,50%,36%,34%,56%
ID_01675840,CA,Alpine,,,,,,,,,0%,0%,,,,,,,
ID_01675841,CA,Amador,,100%,100%,,,100%,100%,0%,,,100%,,50%,,,,100%
ID_01675842,CA,Butte,75%,43%,45%,62%,73%,113%,86%,100%,57%,67%,82%,90%,67%,44%,75%,73%,50%
ID_01675885,CA,Calaveras,67%,83%,,40%,,100%,0%,100%,100%,,100%,100%,100%,100%,100%,0%,50%
ID_01675902,CA,Colusa,,,,,100%,0%,,100%,100%,0%,,,,,,,100%
ID_01675903,CA,Contra Costa,47%,42%,62%,48%,50%,57%,57%,57%,49%,40%,51%,36%,46%,66%,58%,71%,52%
