COUNTYNS,ST,COUNTY,YEAR,MRD,CLR,RATE
01639802,TN,Wilson,2013,2,1,0.5
01639802,TN,Wilson,2014,5,5,1
01639802,TN,Wilson,2015,1,0,0
01639802,TN,Wilson,2015,5,4,0.8
01639802,TN,Wilson,2016,1,1,1
01648572,TN,Cannon,1977,1,1,1
01648572,TN,Cannon,1981,1,0,0
01648572,TN,Cannon,1981,1,1,1
01648572,TN,Cannon,1982,2,1,0.5
01648572,TN,Cannon,1984,1,0,0
01648572,TN,Cannon,1985,1,0,0
01648572,TN,Cannon,1986,1,1,1
01648572,TN,Cannon,1987,1,1,1
01648572,TN,Cannon,2002,1,1,1
01648572,TN,Cannon,2006,1,1,1
01648572,TN,Cannon,2008,1,1,1
01648573,TN,Clay,1999,1,1,1
01648573,TN,Clay,2004,1,1,1
01648573,TN,Clay,2008,2,1,0.5
01648573,TN,Clay,2010,1,0,0
01648573,TN,Clay,2015,3,1,0.333333333
01648574,TN,Crockett,1971,1,0,0
01648574,TN,Crockett,1972,1,0,0
01648574,TN,Crockett,1976,2,2,1
01648574,TN,Crockett,1977,1,1,1
01648574,TN,Crockett,1979,1,1,1
01648574,TN,Crockett,1980,1,1,1
01648574,TN,Crockett,1982,2,2,1
01648574,TN,Crockett,1983,1,1,1
01648574,TN,Crockett,1985,1,1,1
01648574,TN,Crockett,1986,2,1,0.5
01648574,TN,Crockett,1987,1,1,1
01648574,TN,Crockett,1988,1,0,0
01648574,TN,Crockett,1990,2,0,0
01648574,TN,Crockett,1994,1,1,1
01648574,TN,Crockett,1995,1,0,0
01648574,TN,Crockett,1996,2,2,1
01648574,TN,Crockett,1997,1,1,1
01648574,TN,Crockett,1998,4,4,1
01648574,TN,Crockett,2003,1,0,0
01648574,TN,Crockett,2003,2,2,1
01648574,TN,Crockett,2009,1,1,1
01648574,TN,Crockett,2010,1,0,0
01648574,TN,Crockett,2010,2,2,1
01648574,TN,Crockett,2011,2,2,1
01648574,TN,Crockett,2012,1,0,0
01648575,TN,Grainger,1965,2,0,0
01648575,TN,Grainger,1966,1,1,1
01648575,TN,Grainger,1972,1,1,1
01648575,TN,Grainger,1982,2,2,1
01648575,TN,Grainger,1983,1,1,1
01648575,TN,Grainger,1985,5,4,0.8
01648575,TN,Grainger,1986,1,1,1
01648575,TN,Grainger,1989,1,0,0
01648575,TN,Grainger,1990,2,2,1
01648575,TN,Grainger,1991,1,1,1
01648575,TN,Grainger,1992,1,1,1
01648575,TN,Grainger,1993,2,2,1
01648575,TN,Grainger,1997,1,1,1
01648575,TN,Grainger,1999,2,1,0.5
01648575,TN,Grainger,2000,3,1,0.333333333
01648575,TN,Grainger,2002,1,1,1
01648575,TN,Grainger,2003,1,1,1
01648575,TN,Grainger,2007,1,0,0
01648575,TN,Grainger,2007,1,1,1
01648575,TN,Grainger,2010,1,1,1
01648575,TN,Grainger,2011,1,1,1
01648575,TN,Grainger,2013,1,0,0
01648575,TN,Grainger,2013,2,2,1
01648575,TN,Grainger,2016,1,1,1
01648576,TN,Hamblen,1966,1,1,1
01648576,TN,Hamblen,1967,2,2,1
01648576,TN,Hamblen,1968,1,0,0
01648576,TN,Hamblen,1969,2,2,1
01648576,TN,Hamblen,1971,1,0,0
01648576,TN,Hamblen,1972,5,4,0.8
01648576,TN,Hamblen,1973,1,1,1
01648576,TN,Hamblen,1975,1,0,0
01648576,TN,Hamblen,1975,2,1,0.5
01648576,TN,Hamblen,1976,3,3,1
01648576,TN,Hamblen,1977,2,1,0.5
01648576,TN,Hamblen,1977,9,5,0.555555556
01648576,TN,Hamblen,1978,1,1,1
01648576,TN,Hamblen,1978,2,4,2
01648576,TN,Hamblen,1979,2,2,1
01648576,TN,Hamblen,1980,3,3,1
01648576,TN,Hamblen,1981,1,1,1
01648576,TN,Hamblen,1982,2,1,0.5
01648576,TN,Hamblen,1982,0,1,
01648576,TN,Hamblen,1983,5,5,1
01648576,TN,Hamblen,1984,1,1,1
01648576,TN,Hamblen,1985,1,0,0
01648576,TN,Hamblen,1985,1,1,1
01648576,TN,Hamblen,1986,1,0,0
01648576,TN,Hamblen,1986,3,1,0.333333333
01648576,TN,Hamblen,1988,2,2,1
01648576,TN,Hamblen,1989,2,2,1
01648576,TN,Hamblen,1990,3,3,1
01648576,TN,Hamblen,1991,4,4,1
01648576,TN,Hamblen,1992,3,3,1
01648576,TN,Hamblen,1993,2,1,0.5
01648576,TN,Hamblen,1994,3,1,0.333333333
01648576,TN,Hamblen,1995,1,0,0
01648576,TN,Hamblen,1996,1,1,1
01648576,TN,Hamblen,1997,4,2,0.5
01648576,TN,Hamblen,1997,1,1,1
01648576,TN,Hamblen,1998,6,0,0
01648576,TN,Hamblen,1999,3,3,1
01648576,TN,Hamblen,2000,2,2,1
01648576,TN,Hamblen,2001,2,1,0.5
01648576,TN,Hamblen,2002,4,1,0.25
01648576,TN,Hamblen,2002,1,1,1
01648576,TN,Hamblen,2003,5,3,0.6
01648576,TN,Hamblen,2003,1,1,1
01648576,TN,Hamblen,2004,1,0,0
01648576,TN,Hamblen,2004,2,2,1
01648576,TN,Hamblen,2005,2,2,1
01648576,TN,Hamblen,2006,2,2,1
01648576,TN,Hamblen,2007,2,2,1
01648576,TN,Hamblen,2008,2,2,1
01648576,TN,Hamblen,2009,2,2,1
01648576,TN,Hamblen,2010,1,1,1
01648576,TN,Hamblen,2011,1,1,1
01648576,TN,Hamblen,2013,2,2,1
01648576,TN,Hamblen,2015,1,1,1
01648577,TN,Hancock,1978,1,0,0
01648577,TN,Hancock,1987,1,1,1
01648577,TN,Hancock,1998,2,2,1
01648577,TN,Hancock,2001,3,0,0
01648577,TN,Hancock,2013,1,1,1
01648577,TN,Hancock,2015,1,1,1
01648578,TN,Houston,1971,2,0,0
01648578,TN,Houston,1979,1,1,1
01648578,TN,Houston,1980,1,1,1
01648578,TN,Houston,1982,1,0,0
01648578,TN,Houston,1984,1,0,0
01648578,TN,Houston,1986,1,1,1
01648578,TN,Houston,1987,1,0,0
01648578,TN,Houston,1988,3,3,1
01648578,TN,Houston,1989,2,2,1
01648578,TN,Houston,1990,1,1,1
01648578,TN,Houston,1991,1,1,1
01648578,TN,Houston,1999,1,1,1
01648578,TN,Houston,2001,1,1,1
01648578,TN,Houston,2002,1,1,1
01648578,TN,Houston,2004,1,1,1
01648578,TN,Houston,2006,1,1,1
01648578,TN,Houston,2008,1,0,0
01648578,TN,Houston,2009,0,1,
01648579,TN,Moore,1982,1,0,0
01648579,TN,Moore,2001,1,0,0
01648579,TN,Moore,2008,1,1,1
01648579,TN,Moore,2014,1,1,1
01648580,TN,Pickett,1979,1,1,1
01648580,TN,Pickett,1999,2,1,0.5
01648580,TN,Pickett,2005,1,1,1
01648580,TN,Pickett,2014,2,2,1
01648581,TN,Trousdale,1968,1,0,0
01648581,TN,Trousdale,1977,1,1,1
01648581,TN,Trousdale,1978,1,0,0
01648581,TN,Trousdale,1981,1,1,1
01648581,TN,Trousdale,1986,1,0,0
01648581,TN,Trousdale,1990,2,0,0
01648581,TN,Trousdale,1991,2,2,1
01648581,TN,Trousdale,1994,2,2,1
01648581,TN,Trousdale,1995,1,1,1
01648581,TN,Trousdale,2001,1,0,0
01648582,TN,Unicoi,1965,1,1,1
01648582,TN,Unicoi,1966,2,2,1
01648582,TN,Unicoi,1967,2,1,0.5
01648582,TN,Unicoi,1969,2,0,0
01648582,TN,Unicoi,1973,1,1,1
01648582,TN,Unicoi,1974,2,2,1
01648582,TN,Unicoi,1978,1,1,1
01648582,TN,Unicoi,1979,1,1,1
01648582,TN,Unicoi,1980,1,1,1
01648582,TN,Unicoi,1981,1,1,1
01648582,TN,Unicoi,1982,1,1,1
01648582,TN,Unicoi,1988,1,1,1
01648582,TN,Unicoi,1991,1,1,1
01648582,TN,Unicoi,2005,4,4,1
01648582,TN,Unicoi,2007,1,1,1
01648582,TN,Unicoi,2010,1,1,1
01648582,TN,Unicoi,2013,3,3,1
01648582,TN,Unicoi,2015,2,2,1
01648583,TN,Union,1977,1,0,0
01648583,TN,Union,1978,2,2,1
01648583,TN,Union,1979,1,1,1
01648583,TN,Union,1985,1,1,1
01648583,TN,Union,1986,2,2,1
01648583,TN,Union,1987,1,1,1
01648583,TN,Union,1989,1,1,1
01648583,TN,Union,1991,2,2,1
01648583,TN,Union,1999,1,1,1
01648583,TN,Union,2002,1,0,0
01648583,TN,Union,2008,1,1,1
01648583,TN,Union,2010,1,1,1
01648583,TN,Union,2011,2,2,1
01648583,TN,Union,2012,2,1,0.5
01648583,TN,Union,2013,1,2,2
01648583,TN,Union,2014,1,0,0
01648583,TN,Union,2015,0,1,
01648584,TN,Van Buren,1979,1,0,0
01648584,TN,Van Buren,1980,1,0,0
01648584,TN,Van Buren,1981,1,1,1
01648584,TN,Van Buren,1984,2,1,0.5
01648584,TN,Van Buren,1985,2,1,0.5
01648584,TN,Van Buren,1987,0,1,
01648584,TN,Van Buren,1999,1,0,0
01648584,TN,Van Buren,2000,1,0,0
01648584,TN,Van Buren,2001,1,0,0
01648584,TN,Van Buren,2004,1,1,1
01648584,TN,Van Buren,2005,1,1,1
01648584,TN,Van Buren,2006,1,1,1
01648584,TN,Van Buren,2007,1,1,1
01648584,TN,Van Buren,2009,1,0,0
01648584,TN,Van Buren,2011,1,0,0
01648584,TN,Van Buren,2015,1,1,1
01648584,TN,Van Buren,2016,1,1,1
01652643,TN,Sequatchie,1983,1,1,1
01652643,TN,Sequatchie,1984,3,3,1
01652643,TN,Sequatchie,1998,1,1,1
01652643,TN,Sequatchie,2000,1,1,1
01652643,TN,Sequatchie,2002,2,1,0.5
01652643,TN,Sequatchie,2005,1,1,1
01652643,TN,Sequatchie,2006,1,1,1
01652643,TN,Sequatchie,2008,1,1,1
01652643,TN,Sequatchie,2011,1,1,1
01652643,TN,Sequatchie,2014,2,2,1
01652643,TN,Sequatchie,2015,1,1,1
01657246,CA,Sonoma,1965,4,4,1
01657246,CA,Sonoma,1966,4,4,1
01657246,CA,Sonoma,1967,1,0,0
01657246,CA,Sonoma,1967,6,4,0.666666667
01657246,CA,Sonoma,1968,1,1,1
01657246,CA,Sonoma,1968,1,2,2
01657246,CA,Sonoma,1969,5,5,1
01657246,CA,Sonoma,1970,8,5,0.625
01657246,CA,Sonoma,1970,2,2,1
01657246,CA,Sonoma,1971,2,0,0
01657246,CA,Sonoma,1971,6,4,0.666666667
01657246,CA,Sonoma,1972,1,0,0
01657246,CA,Sonoma,1972,14,10,0.714285714
01657246,CA,Sonoma,1972,2,2,1
01657246,CA,Sonoma,1973,11,6,0.545454545
01657246,CA,Sonoma,1973,1,1,1
01657246,CA,Sonoma,1973,3,4,1.333333333
01657246,CA,Sonoma,1974,2,0,0
01657246,CA,Sonoma,1974,2,1,0.5
01657246,CA,Sonoma,1974,1,1,1
01657246,CA,Sonoma,1975,16,10,0.625
01657246,CA,Sonoma,1975,5,4,0.8
01657246,CA,Sonoma,1975,3,3,1
01657246,CA,Sonoma,1976,2,1,0.5
01657246,CA,Sonoma,1976,5,4,0.8
01657246,CA,Sonoma,1977,10,8,0.8
01657246,CA,Sonoma,1977,1,1,1
01657246,CA,Sonoma,1977,0,1,
01657246,CA,Sonoma,1978,6,4,0.666666667
01657246,CA,Sonoma,1978,11,11,1
01657246,CA,Sonoma,1979,1,0,0
01657246,CA,Sonoma,1979,12,7,0.583333333
01657246,CA,Sonoma,1979,4,3,0.75
01657246,CA,Sonoma,1979,3,3,1
01657246,CA,Sonoma,1980,2,1,0.5
01657246,CA,Sonoma,1980,3,2,0.666666667
01657246,CA,Sonoma,1980,9,7,0.777777778
01657246,CA,Sonoma,1980,2,2,1
01657246,CA,Sonoma,1981,1,0,0
01657246,CA,Sonoma,1981,2,1,0.5
01657246,CA,Sonoma,1981,5,4,0.8
01657246,CA,Sonoma,1981,8,7,0.875
01657246,CA,Sonoma,1981,2,2,1
01657246,CA,Sonoma,1982,1,0,0
01657246,CA,Sonoma,1982,7,5,0.714285714
01657246,CA,Sonoma,1982,2,2,1
01657246,CA,Sonoma,1982,1,2,2
01657246,CA,Sonoma,1983,2,1,0.5
01657246,CA,Sonoma,1983,9,6,0.666666667
01657246,CA,Sonoma,1983,3,3,1
01657246,CA,Sonoma,1984,6,3,0.5
01657246,CA,Sonoma,1984,10,8,0.8
01657246,CA,Sonoma,1984,2,2,1
01657246,CA,Sonoma,1985,4,2,0.5
01657246,CA,Sonoma,1985,3,2,0.666666667
01657246,CA,Sonoma,1985,7,7,1
01657246,CA,Sonoma,1986,13,5,0.384615385
01657246,CA,Sonoma,1986,11,9,0.818181818
01657246,CA,Sonoma,1986,1,1,1
01657246,CA,Sonoma,1987,15,7,0.466666667
01657246,CA,Sonoma,1987,4,4,1
01657246,CA,Sonoma,1988,9,7,0.777777778
01657246,CA,Sonoma,1988,5,4,0.8
01657246,CA,Sonoma,1988,2,2,1
01657246,CA,Sonoma,1989,15,12,0.8
01657246,CA,Sonoma,1989,4,4,1
01657246,CA,Sonoma,1990,1,0,0
01657246,CA,Sonoma,1990,10,9,0.9
01657246,CA,Sonoma,1990,5,5,1
01657246,CA,Sonoma,1991,1,0,0
01657246,CA,Sonoma,1991,6,2,0.333333333
01657246,CA,Sonoma,1991,10,9,0.9
01657246,CA,Sonoma,1991,2,2,1
01657246,CA,Sonoma,1992,4,1,0.25
01657246,CA,Sonoma,1992,2,2,1
01657246,CA,Sonoma,1993,1,0,0
01657246,CA,Sonoma,1993,2,1,0.5
01657246,CA,Sonoma,1993,21,15,0.714285714
01657246,CA,Sonoma,1994,2,0,0
01657246,CA,Sonoma,1994,5,2,0.4
01657246,CA,Sonoma,1994,11,8,0.727272727
01657246,CA,Sonoma,1995,1,0,0
01657246,CA,Sonoma,1995,8,2,0.25
01657246,CA,Sonoma,1995,2,2,1
01657246,CA,Sonoma,1995,4,5,1.25
01657246,CA,Sonoma,1996,4,0,0
01657246,CA,Sonoma,1996,2,1,0.5
01657246,CA,Sonoma,1996,9,5,0.555555556
01657246,CA,Sonoma,1996,2,2,1
01657246,CA,Sonoma,1997,3,0,0
01657246,CA,Sonoma,1997,10,4,0.4
01657246,CA,Sonoma,1998,8,4,0.5
01657246,CA,Sonoma,1998,2,2,1
01657246,CA,Sonoma,1998,1,2,2
01657246,CA,Sonoma,1999,5,2,0.4
01657246,CA,Sonoma,1999,2,1,0.5
01657246,CA,Sonoma,1999,1,1,1
01657246,CA,Sonoma,2000,1,0,0
01657246,CA,Sonoma,2000,2,1,0.5
01657246,CA,Sonoma,2000,4,3,0.75
01657246,CA,Sonoma,2000,4,4,1
01657246,CA,Sonoma,2001,2,0,0
01657246,CA,Sonoma,2001,5,3,0.6
01657246,CA,Sonoma,2001,5,5,1
01657246,CA,Sonoma,2002,1,0,0
01657246,CA,Sonoma,2002,6,2,0.333333333
01657246,CA,Sonoma,2002,6,4,0.666666667
01657246,CA,Sonoma,2002,3,3,1
01657246,CA,Sonoma,2003,2,0,0
01657246,CA,Sonoma,2003,2,1,0.5
01657246,CA,Sonoma,2003,3,3,1
01657246,CA,Sonoma,2003,2,3,1.5
01657246,CA,Sonoma,2004,2,0,0
01657246,CA,Sonoma,2004,8,4,0.5
01657246,CA,Sonoma,2004,5,4,0.8
01657246,CA,Sonoma,2004,2,2,1
01657246,CA,Sonoma,2004,0,1,
01657246,CA,Sonoma,2005,5,5,1
01657246,CA,Sonoma,2006,3,0,0
01657246,CA,Sonoma,2006,6,3,0.5
01657246,CA,Sonoma,2006,2,2,1
01657246,CA,Sonoma,2007,8,8,1
01657246,CA,Sonoma,2007,0,1,
01657246,CA,Sonoma,2008,8,7,0.875
01657246,CA,Sonoma,2008,1,1,1
01657246,CA,Sonoma,2008,3,5,1.666666667
01657246,CA,Sonoma,2008,0,1,
01657246,CA,Sonoma,2009,6,5,0.833333333
01657246,CA,Sonoma,2009,3,3,1
01657246,CA,Sonoma,2010,2,0,0
01657246,CA,Sonoma,2010,2,1,0.5
01657246,CA,Sonoma,2010,2,2,1
01657246,CA,Sonoma,2010,0,2,
01657246,CA,Sonoma,2011,1,1,1
01657246,CA,Sonoma,2011,10,12,1.2
01657246,CA,Sonoma,2011,0,1,
01657246,CA,Sonoma,2012,2,1,0.5
01657246,CA,Sonoma,2012,1,1,1
01657246,CA,Sonoma,2012,1,2,2
01657246,CA,Sonoma,2012,0,4,
01657246,CA,Sonoma,2013,4,4,1
01657246,CA,Sonoma,2013,5,6,1.2
01657246,CA,Sonoma,2014,2,1,0.5
01657246,CA,Sonoma,2014,1,1,1
01657246,CA,Sonoma,2014,2,3,1.5
01657246,CA,Sonoma,2014,1,2,2
01657246,CA,Sonoma,2014,1,4,4
01657246,CA,Sonoma,2015,5,5,1
01657246,CA,Sonoma,2015,4,5,1.25
01657246,CA,Sonoma,2016,3,1,0.333333333
01657246,CA,Sonoma,2016,5,3,0.6
01657246,CA,Sonoma,2016,2,2,1
01668606,MD,Wicomico,1965,7,7,1
01668606,MD,Wicomico,1966,5,4,0.8
01668606,MD,Wicomico,1966,2,2,1
01668606,MD,Wicomico,1967,7,6,0.857142857
01668606,MD,Wicomico,1967,3,3,1
01668606,MD,Wicomico,1968,4,1,0.25
01668606,MD,Wicomico,1968,3,2,0.666666667
01668606,MD,Wicomico,1969,4,4,1
01668606,MD,Wicomico,1970,2,2,1
01668606,MD,Wicomico,1971,4,3,0.75
01668606,MD,Wicomico,1971,1,1,1
01668606,MD,Wicomico,1972,10,7,0.7
01668606,MD,Wicomico,1972,1,1,1
01668606,MD,Wicomico,1973,2,1,0.5
01668606,MD,Wicomico,1973,2,3,1.5
01668606,MD,Wicomico,1974,8,8,1
01668606,MD,Wicomico,1975,4,4,1
01668606,MD,Wicomico,1976,7,7,1
01668606,MD,Wicomico,1977,6,4,0.666666667
01668606,MD,Wicomico,1977,4,3,0.75
01668606,MD,Wicomico,1978,2,2,1
01668606,MD,Wicomico,1978,2,3,1.5
01668606,MD,Wicomico,1979,4,0,0
01668606,MD,Wicomico,1980,7,4,0.571428571
01668606,MD,Wicomico,1980,6,5,0.833333333
01668606,MD,Wicomico,1981,7,7,1
01668606,MD,Wicomico,1982,1,1,1
01668606,MD,Wicomico,1982,2,3,1.5
01668606,MD,Wicomico,1983,2,1,0.5
01668606,MD,Wicomico,1984,4,4,1
01668606,MD,Wicomico,1985,2,0,0
01668606,MD,Wicomico,1985,1,1,1
01668606,MD,Wicomico,1985,2,3,1.5
01668606,MD,Wicomico,1986,4,2,0.5
01668606,MD,Wicomico,1986,1,1,1
01668606,MD,Wicomico,1986,5,6,1.2
01668606,MD,Wicomico,1987,1,0,0
01668606,MD,Wicomico,1987,1,1,1
01668606,MD,Wicomico,1988,2,1,0.5
01668606,MD,Wicomico,1989,1,0,0
01668606,MD,Wicomico,1989,6,5,0.833333333
01668606,MD,Wicomico,1989,2,2,1
01668606,MD,Wicomico,1990,1,0,0
01668606,MD,Wicomico,1990,2,1,0.5
01668606,MD,Wicomico,1990,5,4,0.8
01668606,MD,Wicomico,1990,1,1,1
01668606,MD,Wicomico,1991,3,2,0.666666667
01668606,MD,Wicomico,1991,2,3,1.5
01668606,MD,Wicomico,1992,2,0,0
01668606,MD,Wicomico,1992,5,3,0.6
01668606,MD,Wicomico,1992,1,1,1
01668606,MD,Wicomico,1993,3,3,1
01668606,MD,Wicomico,1994,1,0,0
01668606,MD,Wicomico,1994,1,1,1
01668606,MD,Wicomico,1995,2,0,0
01668606,MD,Wicomico,1995,2,2,1
01668606,MD,Wicomico,1996,2,1,0.5
01668606,MD,Wicomico,1996,2,2,1
01668606,MD,Wicomico,1997,1,0,0
01668606,MD,Wicomico,1997,3,1,0.333333333
01668606,MD,Wicomico,1997,3,2,0.666666667
01668606,MD,Wicomico,1998,4,4,1
01668606,MD,Wicomico,1999,3,0,0
01668606,MD,Wicomico,1999,1,1,1
01668606,MD,Wicomico,2000,1,0,0
01668606,MD,Wicomico,2000,2,1,0.5
01668606,MD,Wicomico,2000,1,1,1
01668606,MD,Wicomico,2001,1,0,0
01668606,MD,Wicomico,2001,1,1,1
01668606,MD,Wicomico,2001,1,2,2
01668606,MD,Wicomico,2002,5,5,1
01668606,MD,Wicomico,2003,1,0,0
01668606,MD,Wicomico,2004,1,0,0
01668606,MD,Wicomico,2004,4,4,1
01668606,MD,Wicomico,2005,2,1,0.5
01668606,MD,Wicomico,2005,2,2,1
01668606,MD,Wicomico,2006,5,2,0.4
01668606,MD,Wicomico,2006,3,3,1
01668606,MD,Wicomico,2007,2,1,0.5
01668606,MD,Wicomico,2007,3,3,1
01668606,MD,Wicomico,2008,4,3,0.75
01668606,MD,Wicomico,2008,2,2,1
01668606,MD,Wicomico,2009,2,1,0.5
01668606,MD,Wicomico,2009,3,2,0.666666667
01668606,MD,Wicomico,2009,1,1,1
01668606,MD,Wicomico,2010,3,0,0
01668606,MD,Wicomico,2010,6,3,0.5
01668606,MD,Wicomico,2010,1,1,1
01668606,MD,Wicomico,2011,4,4,1
01668606,MD,Wicomico,2012,5,5,1
01668606,MD,Wicomico,2013,3,3,1
01668606,MD,Wicomico,2014,2,2,1
01668606,MD,Wicomico,2015,1,0,0
01668606,MD,Wicomico,2015,6,6,1
01668606,MD,Wicomico,2016,2,1,0.5
01668606,MD,Wicomico,2016,3,3,1
01668606,MD,Wicomico,2016,0,1,
01668802,MD,Worcester,1965,7,7,1
01668802,MD,Worcester,1966,1,1,1
01668802,MD,Worcester,1967,2,2,1
01668802,MD,Worcester,1968,3,3,1
01668802,MD,Worcester,1969,4,2,0.5
01668802,MD,Worcester,1970,3,2,0.666666667
01668802,MD,Worcester,1971,3,2,0.666666667
01668802,MD,Worcester,1972,1,1,1
01668802,MD,Worcester,1973,1,0,0
01668802,MD,Worcester,1974,4,4,1
01668802,MD,Worcester,1976,3,3,1
01668802,MD,Worcester,1977,1,1,1
01668802,MD,Worcester,1978,2,0,0
01668802,MD,Worcester,1978,2,2,1
01668802,MD,Worcester,1979,2,0,0
01668802,MD,Worcester,1979,2,2,1
01668802,MD,Worcester,1980,4,4,1
01668802,MD,Worcester,1981,2,1,0.5
01668802,MD,Worcester,1981,1,1,1
01668802,MD,Worcester,1982,3,3,1
01668802,MD,Worcester,1983,6,6,1
01668802,MD,Worcester,1984,1,1,1
01668802,MD,Worcester,1984,1,2,2
01668802,MD,Worcester,1985,3,2,0.666666667
01668802,MD,Worcester,1986,5,5,1
01668802,MD,Worcester,1987,2,2,1
01668802,MD,Worcester,1988,1,0,0
01668802,MD,Worcester,1988,1,1,1
01668802,MD,Worcester,1989,3,3,1
01668802,MD,Worcester,1990,2,1,0.5
01668802,MD,Worcester,1990,1,1,1
01668802,MD,Worcester,1991,2,2,1
01668802,MD,Worcester,1992,4,4,1
01668802,MD,Worcester,1993,1,1,1
01668802,MD,Worcester,1994,2,1,0.5
01668802,MD,Worcester,1995,4,4,1
01668802,MD,Worcester,1996,1,0,0
01668802,MD,Worcester,1996,1,1,1
01668802,MD,Worcester,1997,2,2,1
01668802,MD,Worcester,1998,1,1,1
01668802,MD,Worcester,1999,2,2,1
01668802,MD,Worcester,2001,2,2,1
01668802,MD,Worcester,2002,2,2,1
01668802,MD,Worcester,2005,1,0,0
01668802,MD,Worcester,2005,1,1,1
01668802,MD,Worcester,2006,2,1,0.5
01668802,MD,Worcester,2007,1,1,1
01668802,MD,Worcester,2008,2,0,0
01668802,MD,Worcester,2008,2,2,1
01668802,MD,Worcester,2010,2,2,1
01668802,MD,Worcester,2010,2,3,1.5
01668802,MD,Worcester,2011,1,1,1
01668802,MD,Worcester,2012,1,1,1
01668802,MD,Worcester,2013,2,2,1
01668802,MD,Worcester,2014,1,1,1
01668802,MD,Worcester,2015,1,0,0
01668802,MD,Worcester,2016,3,3,1
01669428,MT,Roosevelt,1968,2,2,1
01669428,MT,Roosevelt,1973,2,1,0.5
01669428,MT,Roosevelt,1976,2,0,0
01669428,MT,Roosevelt,1978,2,1,0.5
01669428,MT,Roosevelt,1979,2,1,0.5
01669428,MT,Roosevelt,1981,4,4,1
01669428,MT,Roosevelt,1982,1,0,0
01669428,MT,Roosevelt,1983,1,1,1
01669428,MT,Roosevelt,1984,1,1,1
01669428,MT,Roosevelt,1985,2,3,1.5
01669428,MT,Roosevelt,2002,0,1,
01669428,MT,Roosevelt,2006,1,1,1
01669428,MT,Roosevelt,2007,1,0,0
01669428,MT,Roosevelt,2008,1,0,0
01669428,MT,Roosevelt,2014,1,0,0
01669428,MT,Roosevelt,2016,2,1,0.5
01671316,GA,Camden,1965,1,0,0
01671316,GA,Camden,1973,1,1,1
01671316,GA,Camden,1976,1,1,1
01671316,GA,Camden,1978,1,0,0
01671316,GA,Camden,1979,1,0,0
01671316,GA,Camden,1980,1,0,0
01671316,GA,Camden,1982,1,1,1
01671316,GA,Camden,1983,1,0,0
01671316,GA,Camden,1983,0,1,
01671316,GA,Camden,1985,2,1,0.5
01671316,GA,Camden,1986,3,1,0.333333333
01671316,GA,Camden,1989,1,1,1
01671316,GA,Camden,1991,2,2,1
01671316,GA,Camden,1992,2,2,1
01671316,GA,Camden,1993,1,0,0
01671316,GA,Camden,1993,3,2,0.666666667
01671316,GA,Camden,1995,1,0,0
01671316,GA,Camden,1995,2,2,1
01671316,GA,Camden,1996,2,2,1
01671316,GA,Camden,1996,1,3,3
01671316,GA,Camden,1996,0,1,
01671316,GA,Camden,1997,1,0,0
01671316,GA,Camden,1998,1,1,1
01671316,GA,Camden,1999,4,0,0
01671316,GA,Camden,1999,2,1,0.5
01671316,GA,Camden,1999,1,4,4
01671316,GA,Camden,2000,2,0,0
01671316,GA,Camden,2000,1,1,1
01671316,GA,Camden,2001,2,5,2.5
01671316,GA,Camden,2003,2,0,0
01671316,GA,Camden,2003,1,1,1
01671316,GA,Camden,2004,3,3,1
01671316,GA,Camden,2005,1,1,1
01671316,GA,Camden,2006,1,0,0
01671316,GA,Camden,2006,1,1,1
01671316,GA,Camden,2007,2,1,0.5
01671316,GA,Camden,2008,4,0,0
01671316,GA,Camden,2008,4,1,0.25
01671316,GA,Camden,2008,0,1,
01671316,GA,Camden,2009,1,3,3
01671316,GA,Camden,2009,0,1,
01671316,GA,Camden,2011,2,1,0.5
01671316,GA,Camden,2012,2,0,0
01671316,GA,Camden,2013,1,0,0
01671513,GA,Glynn,1965,1,1,1
01671513,GA,Glynn,1966,7,7,1
01671513,GA,Glynn,1968,2,0,0
01671513,GA,Glynn,1969,2,0,0
01671513,GA,Glynn,1969,1,1,1
01671513,GA,Glynn,1970,4,4,1
01671513,GA,Glynn,1971,3,3,1
01671513,GA,Glynn,1972,1,0,0
01671513,GA,Glynn,1972,3,2,0.666666667
01671513,GA,Glynn,1973,7,6,0.857142857
01671513,GA,Glynn,1974,1,0,0
01671513,GA,Glynn,1974,7,4,0.571428571
01671513,GA,Glynn,1975,7,2,0.285714286
01671513,GA,Glynn,1975,6,6,1
01671513,GA,Glynn,1976,8,8,1
01671513,GA,Glynn,1977,8,0,0
01671513,GA,Glynn,1978,12,0,0
01671513,GA,Glynn,1979,12,0,0
01671513,GA,Glynn,1980,8,0,0
01671513,GA,Glynn,1981,11,0,0
01671513,GA,Glynn,1982,1,0,0
01671513,GA,Glynn,1982,6,5,0.833333333
01671513,GA,Glynn,1983,5,3,0.6
01671513,GA,Glynn,1983,1,1,1
01671513,GA,Glynn,1984,1,0,0
01671513,GA,Glynn,1984,2,1,0.5
01671513,GA,Glynn,1985,1,0,0
01671513,GA,Glynn,1985,5,1,0.2
01671513,GA,Glynn,1986,2,1,0.5
01671513,GA,Glynn,1986,5,3,0.6
01671513,GA,Glynn,1987,2,1,0.5
01671513,GA,Glynn,1987,5,3,0.6
01671513,GA,Glynn,1988,3,0,0
01671513,GA,Glynn,1988,4,2,0.5
